title,location,desc,price,bath,bed,toilet,area
1 bedroom flat / apartment for rent,"Afolabi Brown Street, Akoka, Yaba, Lagos","A spacious 2 bedroom at akoka yaba with spacious rooms, tiled floor,water running in the apartment, wide and accessible roads, with easy access to the 3rd mainland bridge for inspection c...",450000,,,,yaba
Office space for rent,"Close To Ozone Cinemas., Sabo, Yaba, Lagos","Spacious 2 bedroom flat for rent with car park in the compound, prepaid meter, balcony, spacious rooftop.rent: 1.2mlocation: close to ozone cinemas, sabo, yaba, lagos.08038592381, 08020330657.tos property servi...",1200000,,,2 Toilets,yaba
3 bedroom flat / apartment for rent,"Akoka, Yaba, Lagos","*letting*renovated 3bedroom flat with 3toilets and 2baths.a room en-suite + guest convenient.living room and dining,prepaid meter, borehole water, water heater,fitted kitchen & pantry, car park.corporate young couples preferably.3 occupants to share compound.ground floor available.location: community road, akoka, yaba.rent: n1million per annum.legal fee: 100kagency fee: 200krefundable caution: 100kservice charge: 120k per annum( covers: cleaning of common areas, lawma, cda fee, pumping of borehole water)...",1000000,,3 Bedrooms,,yaba
2 bedroom flat / apartment for rent,"Yaba, Lagos","Spacious 2 bedroom flat with prepaid meter.up flat.yaba ,lagos.rent: 700k08038592381.tos property servi...",700000,,2 Bedrooms,,yaba
2 bedroom flat / apartment for rent,"Yaba, Lagos","Newly built & quite spacious 2 bedroom all rooms ensuite flat with car park, prepaid meter & located in a lovely environment in yaba.rent: 1.8m08038592381tos property servi...",1800000,2 Bathrooms,2 Bedrooms,3 Toilets,yaba
2 bedroom flat / apartment for rent,"Hughes Avenue, Alagomeji, Yaba, Lagos","A lovely and nice well finished newly built 2bedroom flat in alagomeji yaba with all round tiles,all rooms ensuit with visitors,water heater in each rooms,balcony,well fitted pop fittings,well fitted kitchen cabinet,well fitted wardrobes in each rooms,spacious parlour,prepaid metre,running borehole water,car park,gated compound with security man,very serene environment and easy road network to any part of lagos nigeria. for further enquiries and inspection please contact toss reality investment limited on 081694562...",1800000,2 Bathrooms,2 Bedrooms,3 Toilets,yaba
1 bedroom mini flat for rent,"Jibowu, Yaba, Lagos","A lovely and nice newly built mini flat in jibowu yaba with all round tiles,master bedroom,balcony,kitchen cabinet,scredded walls,pop fittings,running borehole water,prepaid metre,gated compound with security man,serene environment and secure and easy road network to any part of lagos nigeria. for further enquiries and inspection please contact toss reality investment limited on 08169456...",700000,,,2 Toilets,yaba
3 bedroom flat / apartment for rent,"Alagomeji, Yaba, Lagos","Fully serviced 3 bedroom flat + 1 room bq in a serviced estate, alagomeji, yaba.annuall rent: 3mlocation: alagomeji, yaba, lagos.08038592381, 08020330657.tos property servic...",3000000,3 Bathrooms,3 Bedrooms,4 Toilets,yaba
3 bedroom flat / apartment for rent,"Alara Street, Onike, Yaba, Lagos",3 bedroom flat with 3 toilet and 3 bathroom (ground floor)location: alara street onike sabo yaba with 3 toilet and 3 bath(ground floor)rent 1.5m per y...,1500000,,3 Bedrooms,,yaba
1 bedroom mini flat for rent,"Sabo, Yaba, Lagos","Renovated miniflat with car park.on the first floor upstairs with a balcony.location: sabo, yaba.rent: 600k08038592381tos property servi...",600000,,,,yaba
2 bedroom flat / apartment for rent,"Yaba, Lagos","Newly built lovely 2 bedroom all rooms ensuite flat with balcony upstairs.with car park.rent: 1.4myaba ,lagos.08038592381tos property servi...",1400000,2 Bathrooms,2 Bedrooms,3 Toilets,yaba
1 bedroom mini flat for rent,"Yaba, Lagos","Beautifully built one room & parlour self-contained flat for rent with car park in yaba, lagos.rent: 900k08038592381tos property servi...",900000,,,,yaba
3 bedroom flat / apartment for rent,"Onike, Yaba, Lagos","3bedroom flat with 3t/2b, upstairs on the 1st floor. this flat is in a block of 6 flats at a gated, secured and quiet close off iwaya road onike yaba, lagos.location of this flat is within 7minutes drive to herbert macaulay way to link the 3rd mainland bridge and ikorodu road.rent: n1.2million per annumrefundable caution: n300klegal: n120kagency: n2...",1200000,2 Bathrooms,3 Bedrooms,3 Toilets,yaba
Self contained (single rooms) for rent,"Akoka, Yaba, Lagos",Newly built service selfcontain available in akoka yabarent 600kservice charge 150kagent. 100klegal. 50kfeatures24 hours lightsplit acfitted wardrobesfitted kitchen cabinets24/7 waterample parking spacewindow blindand more latest facilit...,600000,,,,yaba
Self contained (single rooms) for rent,"Alagomeji, Yaba, Lagos","Luxuriously built brand new one room self-contained flat with a balcony, car park,meter. with a spacious kitchen with kitchen cabinets & cupboards.located in a serene & secure environment in alagomeji, yaba.rent: 750k 1 year.08038592381, 08020330657.tos property servi...",750000,,,,yaba
1 bedroom mini flat for rent,"Fola Agoro, Yaba, Lagos","A lovely luxury bigger mini flat @ folagoro by bajulaye road yaba lagos.good road network constant light secure gated house with car park.the room is ensuit with visitor toilet, kitchen cabinetproximity unilag, yabatech jibown vi ikoyi gbagada anthony ikeja marylandinterested clientcall 08029510501 / 08184100140...",750000,2 Bathrooms,,2 Toilets,yaba
Office space for rent,"280, Herbert Macaulay Way, Alagomeji, Yaba, Lagos","First floor space for commercial use, office, shop or warehouse. located at herbert macaulay way, glo world building, yaba, lag...",3500000,,,3 Toilets,yaba
Shop for rent,"By Herbert Macaulay Way, Alagomeji / Sabo, Yaba, Lagos","Spacious shop space available for rent by herbert macaulay way, yaba.rent: 1m0803859231, 08020330657.tos property servi...",1000000,,,,yaba
Self contained (single rooms) for rent,"Off St. Finbarr's Road, Akoka, Yaba, Lagos","Service self contained apartment,it's designed with you in mind, to give you value for your money, fitted aircondition, kitchen cabinets, cctv cameras, constant borehole water, water heater,washing machine is exclusive to service charge. up floor available.rent: n480kservice charge: 35k per month (3months up front).location: saint finbarr's road, akoka, ya...",480000,,,,yaba
4 bedroom terraced duplex for rent,"Lavender Court Yabatech Quarters, Yaba, Lagos","Just out at lavender court estate yabatech quarters yaba g.r.ait boasts of many amenities like swimming pool,uniformed security guards,side gardens,jacuzzi,water heater and water treatment plant.is on first come first served basis on...",3500000,4 Bathrooms,4 Bedrooms,5 Toilets,yaba
4 bedroom terraced duplex for rent,"Off Herbert Macaulay Road, Yaba, Lagos","A lovely and nice well finished 4 bedroom terrace duplex in yaba off herbert macaulay road yaba inside an estate, lavender court, with all round tiles, all rooms ensuit, visitors toilet, water heater in each rooms, jacuzzi in the master bedroom, well fitted pop fittings, well fitted kitchen cabinet, kitchen exist, heat extractor, gas burner, gas cooker, well fitted wardrobes in each rooms, good electrical conduit fittings, good car park, balcony, running borehole water, gated compound with uniform security personnel and easy road network to any part of lagos nigeria. for further enquiries and inspection please contact toss reality investment limited on 08169456...",3200000,4 Bathrooms,4 Bedrooms,5 Toilets,yaba
Flat / apartment for rent,"Akoka, Yaba, Lagos",Amazing male and female hostel with amazing facilities at akoka yaba lagosrent per annum = 400k per person no other feefour bed space in a big roomfeaturescar parkloungegames centerkitchenmodern finishes24/7 light facilitiessecure and mod...,400000,2 Bathrooms,,,yaba
Self contained (single rooms) for rent,"Yaba, Lagos","These is a nice well done standard bq single room self contained, good standard and nice, area is one of the best serene environment of yaba lagos, contact for for inspections and more.... one year rent on...",350000,,,,yaba
1 bedroom mini flat for rent,"Ebute Metta East, Yaba, Lagos","Newly built standard mini flat in ebute metta east, yaba, lagos700k per yeara year and half required700k + 350k (1 and half year required)agency 100klegal 100kservice charge 100kno caution feeit can go 800k for 1 yearfeatures2 toiletspop ceilingparking space24hrs water24hrs securityall round tiledvery close to the islandgood electricityinterlock compoundmore morden facilit...",700000,2 Bathrooms,,2 Toilets,yaba
Self contained (single rooms) for rent,"Onike, Yaba, Lagos","Newly built pop finished spacious room self in a gated environment at onike yaba , 24/7 security , with personal pre paid meter .rent: 500k per an...",500000,,,,yaba
4 bedroom terraced duplex for rent,"Adekunle, Yaba, Lagos","A tastefully finished executive newly built modern 4 bedroom terrace duplex with a room [email protected] lagoon view estate, adekunle,yaba, lagos, with a fitted wardrobes, kitchen cabinets n cupboard, pop ceiling, well tiled floors and ventilations, prepaid metre, gyrm house, designated transformer, borehole water, clean n neat compound, easy access road to island via 3rd mainland bridge , situated in a calm n conducive environment with stable electricity as well as adequate security, fenced round with gate n parking space. *rent* : 2.5m per ann...",2500000,4 Bathrooms,4 Bedrooms,5 Toilets,yaba
3 bedroom flat / apartment for rent,"Sabo, Yaba, Lagos","A tastefully finished executive newly renovated ensuites modern 3bedroom flat @ alara, sabo ,yaba, lagos, in a block of flats, up n down flats are available, with a fitted wardrobes, kitchen cabinets n cupboard, pop ceiling, well tiled floors and ventilations, prepaid metre, borehole water , clean n neat compound, easy access road to island via 3rd mainland bridge , situated in a calm n conducive environment with stable electricity as well as adequate security, fenced round with gate n parking space. *rent* : 2m per annum.rent 2m, legal 200k, agency 200k, caution 2...",2000000,3 Bathrooms,3 Bedrooms,4 Toilets,yaba
Residential land for rent,"Iwaya, Yaba, Lagos","Land measuring over 350sqm located at iwaya ,yaba.title: receipt and surveyprice: 14mill...",14000000,,,,yaba
Self contained (single rooms) for rent,"Onike, Yaba, Lagos",Standard newly built room self contained in onike yaba lagos.all round tiledpop wall screedingwatervery calm environmentgated streetprivate and many more modern facilitymini flat also available in same build...,500000,,,,yaba
Office space for rent,"Yaba, Lagos","Grade a office space at yaba lagosrent: 50,000/sqm askingservice charge: 12,000/sqmfacilities:elevator500kva generator275kva generatortastefully finished toiletkitchencentral acjanitors roomelectrical roomcleaner24/7 uniform secur...",50000,7 Bathrooms,,7 Toilets,yaba
4 bedroom terraced duplex for rent,"Lagoon View Estate, Makoko Road, Adekunle, Yaba, Lagos","A 4-bedroom maisonette duplex with bq at lagoon view estate, makokolocation: lagoon view estate, makoko road yaba, lagosrent: 2.7m per an...",2700000,4 Bathrooms,4 Bedrooms,4 Toilets,yaba
Self contained (single rooms) for rent,"Jibowu, Yaba, Lagos","Nelwy built pop finished room self contain with easy access to the island via and ikeja via ikorodu road , located at jibowu yaba.rent 400k per an...",400000,,,,yaba
Self contained (single rooms) for rent,"Jibowu, Yaba, Lagos","Newly built spacious and well finished room self contained with easy access to the island and ikeja via ikorodu road, situated at jibowu yaba, well gated with car park spacerent: 500k per an...",500000,,,,yaba
3 bedroom flat / apartment for rent,"Fola Agoro, Yaba, Lagos","Renovated spacious 3 bedroom flat in a block of 6flats , situated at folagoro, yaba.rent: 1.5million per ann...",1500000,3 Bathrooms,3 Bedrooms,,yaba
Warehouse for rent,"Yaba, Lagos","Newly built 178 square meters open plan warehouse space for rent. in a large compound with sufficient car park.in a commercial area of yaba ,lagos.annual rent: n2,670,00008038592381tos property servi...",2670000,,,,yaba
Warehouse for rent,"Akoka, Yaba, Lagos","Warehouse space available for storage or any commercial purpose.location:akoka, yaba.rent: 1m08038592381tos property servi...",1000000,,,,yaba
Self contained (single rooms) for rent,"Igbobi Sabi, Jibowu, Yaba, Lagos","A lovely and nice newly renovated service roomself contain in yaba around jibowu igbobi sabi with all round tiles,well scredded walls,master bedroom,visitors toilet,well fitted pop fittings,kitchen cabinet,car park,prepaid metre,running borehole water,gated compound with security man and easy road network to any part of lagos nigeria. for further enquiries and inspection please contact toss reality investment limited on 08169456245.note: it is a service apartment that come generator. the 1m rent include the rent and the service. thanks for your understandi...",1000000,,,,yaba
3 bedroom flat / apartment for rent,"Alagomeji, Yaba, Lagos","Just out for let nowvery neat and big 3 bedroom flat with 3 toilet and 2 bath upstairs at alagomeji yaba for 1.5m one year rent, pics available on requ...",1500000,,3 Bedrooms,,yaba
